,cost_center_id,company_code_id,profit_center_id,gl_account_id
53,CCTR007,CCODE004,PCENT002,5000002
54,CCTR007,CCODE004,PCENT002,5000002
55,CCTR008,CCODE004,PCENT002,5000002
56,CCTR003,CCODE005,PCENT002,5000002
57,CCTR003,CCODE005,PCENT002,5000002
58,CCTR003,CCODE005,PCENT002,5000002
59,CCTR005,CCODE005,PCENT002,5000002
60,CCTR007,CCODE005,PCENT002,5000002
61,CCTR007,CCODE005,PCENT002,5000002
62,CCTR007,CCODE005,PCENT002,5000002
63,CCTR007,CCODE005,PCENT002,5000002
64,CCTR008,CCODE005,PCENT002,5000002
65,CCTR008,CCODE005,PCENT002,5000002
66,CCTR008,CCODE005,PCENT002,5000002
67,CCTR003,CCODE006,PCENT002,5000002
68,CCTR003,CCODE006,PCENT002,5000002
69,CCTR003,CCODE006,PCENT002,5000002
70,CCTR004,CCODE006,PCENT002,5000002
71,CCTR004,CCODE006,PCENT002,5000002
72,CCTR005,CCODE006,PCENT002,5000002
73,CCTR005,CCODE006,PCENT002,5000002
74,CCTR005,CCODE006,PCENT002,5000002
75,CCTR007,CCODE006,PCENT002,5000002
76,CCTR007,CCODE006,PCENT002,5000002
77,CCTR007,CCODE006,PCENT002,5000002
78,CCTR003,CCODE007,PCENT002,5000002
79,CCTR003,CCODE007,PCENT002,5000002
80,CCTR004,CCODE007,PCENT002,5000002
81,CCTR004,CCODE007,PCENT002,5000002
82,CCTR004,CCODE007,PCENT002,5000002
83,CCTR005,CCODE007,PCENT002,5000002
84,CCTR006,CCODE007,PCENT002,5000002
85,CCTR006,CCODE007,PCENT002,5000002
86,CCTR006,CCODE007,PCENT002,5000002
87,CCTR007,CCODE007,PCENT002,5000002
88,CCTR007,CCODE007,PCENT002,5000002
89,CCTR007,CCODE007,PCENT002,5000002
90,CCTR008,CCODE007,PCENT002,5000002
91,CCTR008,CCODE007,PCENT002,5000002
92,CCTR008,CCODE007,PCENT002,5000002
93,CCTR008,CCODE007,PCENT002,5000002
94,CCTR002,CCODE001,PCENT004,5000002
95,CCTR002,CCODE001,PCENT004,5000002
96,CCTR002,CCODE001,PCENT004,5000002
97,CCTR002,CCODE001,PCENT004,5000002
98,CCTR004,CCODE001,PCENT004,5000002
99,CCTR004,CCODE001,PCENT004,5000002
100,CCTR005,CCODE001,PCENT004,5000002
101,CCTR005,CCODE001,PCENT004,5000002
102,CCTR005,CCODE001,PCENT004,5000002
103,CCTR006,CCODE001,PCENT004,5000002
104,CCTR006,CCODE001,PCENT004,5000002
105,CCTR007,CCODE001,PCENT004,5000002
106,CCTR007,CCODE001,PCENT004,5000002
107,CCTR007,CCODE001,PCENT004,5000002
108,CCTR007,CCODE001,PCENT004,5000002
109,CCTR002,CCODE002,PCENT004,5000002
110,CCTR002,CCODE002,PCENT004,5000002
111,CCTR003,CCODE002,PCENT004,5000002
112,CCTR003,CCODE002,PCENT004,5000002
113,CCTR003,CCODE002,PCENT004,5000002
114,CCTR006,CCODE002,PCENT004,5000002
115,CCTR006,CCODE002,PCENT004,5000002
116,CCTR007,CCODE002,PCENT004,5000002
117,CCTR007,CCODE002,PCENT004,5000002
118,CCTR008,CCODE002,PCENT004,5000002
119,CCTR008,CCODE002,PCENT004,5000002
120,CCTR002,CCODE003,PCENT004,5000002
121,CCTR002,CCODE003,PCENT004,5000002
122,CCTR002,CCODE003,PCENT004,5000002
123,CCTR003,CCODE003,PCENT004,5000002
124,CCTR003,CCODE003,PCENT004,5000002
125,CCTR003,CCODE003,PCENT004,5000002
126,CCTR004,CCODE003,PCENT004,5000002
127,CCTR005,CCODE003,PCENT004,5000002
128,CCTR005,CCODE003,PCENT004,5000002
129,CCTR005,CCODE003,PCENT004,5000002
130,CCTR005,CCODE003,PCENT004,5000002
131,CCTR006,CCODE003,PCENT004,5000002
132,CCTR006,CCODE003,PCENT004,5000002
133,CCTR006,CCODE003,PCENT004,5000002
134,CCTR008,CCODE003,PCENT004,5000002
135,CCTR008,CCODE003,PCENT004,5000002
136,CCTR006,CCODE004,PCENT004,5000002
137,CCTR006,CCODE004,PCENT004,5000002
138,CCTR006,CCODE004,PCENT004,5000002
139,CCTR007,CCODE004,PCENT004,5000002
140,CCTR007,CCODE004,PCENT004,5000002
141,CCTR007,CCODE004,PCENT004,5000002
142,CCTR008,CCODE004,PCENT004,5000002
143,CCTR008,CCODE004,PCENT004,5000002
144,CCTR003,CCODE005,PCENT004,5000002
145,CCTR003,CCODE005,PCENT004,5000002
146,CCTR004,CCODE005,PCENT004,5000002
147,CCTR004,CCODE005,PCENT004,5000002
148,CCTR004,CCODE005,PCENT004,5000002
149,CCTR005,CCODE005,PCENT004,5000002
150,CCTR007,CCODE005,PCENT004,5000002
151,CCTR007,CCODE005,PCENT004,5000002
152,CCTR007,CCODE005,PCENT004,5000002
153,CCTR008,CCODE005,PCENT004,5000002
154,CCTR008,CCODE005,PCENT004,5000002
155,CCTR002,CCODE006,PCENT004,5000002
156,CCTR002,CCODE006,PCENT004,5000002
157,CCTR002,CCODE006,PCENT004,5000002
158,CCTR002,CCODE006,PCENT004,5000002
159,CCTR002,CCODE006,PCENT004,5000002
160,CCTR004,CCODE007,PCENT004,5000002
161,CCTR004,CCODE007,PCENT004,5000002
162,CCTR006,CCODE007,PCENT004,5000002
163,CCTR006,CCODE007,PCENT004,5000002
164,CCTR006,CCODE007,PCENT004,5000002
165,CCTR007,CCODE007,PCENT004,5000002
166,CCTR002,CCODE001,PCENT005,5000002
167,CCTR004,CCODE001,PCENT005,5000002
168,CCTR004,CCODE001,PCENT005,5000002
169,CCTR005,CCODE001,PCENT005,5000002
170,CCTR005,CCODE001,PCENT005,5000002
171,CCTR005,CCODE001,PCENT005,5000002
172,CCTR005,CCODE001,PCENT005,5000002
173,CCTR005,CCODE001,PCENT005,5000002
174,CCTR006,CCODE001,PCENT005,5000002
175,CCTR006,CCODE001,PCENT005,5000002
176,CCTR008,CCODE001,PCENT005,5000002
177,CCTR008,CCODE001,PCENT005,5000002
178,CCTR008,CCODE001,PCENT005,5000002
179,CCTR004,CCODE002,PCENT005,5000002
180,CCTR004,CCODE002,PCENT005,5000002
181,CCTR004,CCODE002,PCENT005,5000002
182,CCTR004,CCODE002,PCENT005,5000002
183,CCTR004,CCODE002,PCENT005,5000002
184,CCTR004,CCODE002,PCENT005,5000002
185,CCTR005,CCODE002,PCENT005,5000002
186,CCTR005,CCODE002,PCENT005,5000002
187,CCTR005,CCODE002,PCENT005,5000002
188,CCTR006,CCODE002,PCENT005,5000002
189,CCTR006,CCODE002,PCENT005,5000002
190,CCTR007,CCODE002,PCENT005,5000002
191,CCTR007,CCODE002,PCENT005,5000002
192,CCTR008,CCODE002,PCENT005,5000002
193,CCTR008,CCODE002,PCENT005,5000002
194,CCTR003,CCODE003,PCENT005,5000002
195,CCTR003,CCODE003,PCENT005,5000002
196,CCTR004,CCODE003,PCENT005,5000002
197,CCTR004,CCODE003,PCENT005,5000002
198,CCTR004,CCODE003,PCENT005,5000002
199,CCTR004,CCODE003,PCENT005,5000002
200,CCTR005,CCODE003,PCENT005,5000002
201,CCTR005,CCODE003,PCENT005,5000002
202,CCTR005,CCODE003,PCENT005,5000002
203,CCTR007,CCODE003,PCENT005,5000002
204,CCTR007,CCODE003,PCENT005,5000002
205,CCTR007,CCODE003,PCENT005,5000002
206,CCTR002,CCODE004,PCENT005,5000002
207,CCTR002,CCODE004,PCENT005,5000002
208,CCTR003,CCODE004,PCENT005,5000002
209,CCTR003,CCODE004,PCENT005,5000002
210,CCTR003,CCODE004,PCENT005,5000002
211,CCTR003,CCODE004,PCENT005,5000002
212,CCTR005,CCODE004,PCENT005,5000002
213,CCTR005,CCODE004,PCENT005,5000002
214,CCTR005,CCODE004,PCENT005,5000002
215,CCTR006,CCODE004,PCENT005,5000002
216,CCTR003,CCODE005,PCENT005,5000002
217,CCTR003,CCODE005,PCENT005,5000002
218,CCTR005,CCODE005,PCENT005,5000002
219,CCTR005,CCODE005,PCENT005,5000002
220,CCTR005,CCODE005,PCENT005,5000002
221,CCTR006,CCODE005,PCENT005,5000002
222,CCTR006,CCODE005,PCENT005,5000002
223,CCTR006,CCODE005,PCENT005,5000002
224,CCTR007,CCODE005,PCENT005,5000002
225,CCTR008,CCODE005,PCENT005,5000002
226,CCTR008,CCODE005,PCENT005,5000002
227,CCTR008,CCODE005,PCENT005,5000002
228,CCTR002,CCODE006,PCENT005,5000002
229,CCTR002,CCODE006,PCENT005,5000002
230,CCTR002,CCODE006,PCENT005,5000002
231,CCTR002,CCODE006,PCENT005,5000002
232,CCTR003,CCODE006,PCENT005,5000002
233,CCTR003,CCODE006,PCENT005,5000002
234,CCTR004,CCODE006,PCENT005,5000002
235,CCTR004,CCODE006,PCENT005,5000002
236,CCTR007,CCODE006,PCENT005,5000002
237,CCTR007,CCODE006,PCENT005,5000002
238,CCTR007,CCODE006,PCENT005,5000002
239,CCTR007,CCODE006,PCENT005,5000002
240,CCTR007,CCODE006,PCENT005,5000002
241,CCTR008,CCODE006,PCENT005,5000002
242,CCTR008,CCODE006,PCENT005,5000002
243,CCTR008,CCODE006,PCENT005,5000002
244,CCTR002,CCODE007,PCENT005,5000002
245,CCTR003,CCODE007,PCENT005,5000002
246,CCTR003,CCODE007,PCENT005,5000002
247,CCTR003,CCODE007,PCENT005,5000002
248,CCTR005,CCODE007,PCENT005,5000002
249,CCTR005,CCODE007,PCENT005,5000002
250,CCTR005,CCODE007,PCENT005,5000002
251,CCTR005,CCODE007,PCENT005,5000002
252,CCTR006,CCODE007,PCENT005,5000002
253,CCTR006,CCODE007,PCENT005,5000002
254,CCTR006,CCODE007,PCENT005,5000002
255,CCTR006,CCODE007,PCENT005,5000002
256,CCTR007,CCODE007,PCENT005,5000002
257,CCTR007,CCODE007,PCENT005,5000002
258,CCTR007,CCODE007,PCENT005,5000002
259,CCTR007,CCODE007,PCENT005,5000002
260,CCTR008,CCODE007,PCENT005,5000002
261,CCTR008,CCODE007,PCENT005,5000002
262,CCTR008,CCODE007,PCENT005,5000002
263,CCTR002,CCODE001,PCENT006,5000002
264,CCTR002,CCODE001,PCENT006,5000002
265,CCTR002,CCODE001,PCENT006,5000002
266,CCTR002,CCODE001,PCENT006,5000002
267,CCTR002,CCODE001,PCENT006,5000002
268,CCTR003,CCODE001,PCENT006,5000002
269,CCTR004,CCODE001,PCENT006,5000002
270,CCTR004,CCODE001,PCENT006,5000002
271,CCTR005,CCODE001,PCENT006,5000002
272,CCTR005,CCODE001,PCENT006,5000002
273,CCTR006,CCODE001,PCENT006,5000002
274,CCTR006,CCODE001,PCENT006,5000002
275,CCTR006,CCODE001,PCENT006,5000002
276,CCTR007,CCODE001,PCENT006,5000002
277,CCTR008,CCODE001,PCENT006,5000002
278,CCTR008,CCODE001,PCENT006,5000002
279,CCTR008,CCODE001,PCENT006,5000002
280,CCTR008,CCODE001,PCENT006,5000002
281,CCTR008,CCODE001,PCENT006,5000002
282,CCTR008,CCODE001,PCENT006,5000002
283,CCTR002,CCODE002,PCENT006,5000002
284,CCTR002,CCODE002,PCENT006,5000002
285,CCTR002,CCODE002,PCENT006,5000002
286,CCTR003,CCODE002,PCENT006,5000002
287,CCTR003,CCODE002,PCENT006,5000002
288,CCTR003,CCODE002,PCENT006,5000002
289,CCTR003,CCODE002,PCENT006,5000002
290,CCTR004,CCODE002,PCENT006,5000002
291,CCTR004,CCODE002,PCENT006,5000002
292,CCTR005,CCODE002,PCENT006,5000002
293,CCTR006,CCODE002,PCENT006,5000002
294,CCTR006,CCODE002,PCENT006,5000002
295,CCTR007,CCODE002,PCENT006,5000002
296,CCTR007,CCODE002,PCENT006,5000002
297,CCTR002,CCODE003,PCENT006,5000002
298,CCTR002,CCODE003,PCENT006,5000002
299,CCTR003,CCODE003,PCENT006,5000002
300,CCTR003,CCODE003,PCENT006,5000002
301,CCTR004,CCODE003,PCENT006,5000002
302,CCTR004,CCODE003,PCENT006,5000002
303,CCTR005,CCODE003,PCENT006,5000002
304,CCTR005,CCODE003,PCENT006,5000002
305,CCTR005,CCODE003,PCENT006,5000002
306,CCTR006,CCODE003,PCENT006,5000002
307,CCTR007,CCODE003,PCENT006,5000002
308,CCTR007,CCODE003,PCENT006,5000002
309,CCTR008,CCODE003,PCENT006,5000002
310,CCTR008,CCODE003,PCENT006,5000002
311,CCTR008,CCODE003,PCENT006,5000002
312,CCTR008,CCODE003,PCENT006,5000002
313,CCTR008,CCODE003,PCENT006,5000002
314,CCTR004,CCODE004,PCENT006,5000002
315,CCTR005,CCODE004,PCENT006,5000002
316,CCTR005,CCODE004,PCENT006,5000002
317,CCTR006,CCODE004,PCENT006,5000002
318,CCTR006,CCODE004,PCENT006,5000002
319,CCTR006,CCODE004,PCENT006,5000002
320,CCTR006,CCODE004,PCENT006,5000002
321,CCTR007,CCODE004,PCENT006,5000002
322,CCTR007,CCODE004,PCENT006,5000002
323,CCTR007,CCODE004,PCENT006,5000002
324,CCTR007,CCODE004,PCENT006,5000002
325,CCTR007,CCODE004,PCENT006,5000002
326,CCTR008,CCODE004,PCENT006,5000002
327,CCTR008,CCODE004,PCENT006,5000002
328,CCTR008,CCODE004,PCENT006,5000002
329,CCTR008,CCODE004,PCENT006,5000002
330,CCTR002,CCODE005,PCENT006,5000002
331,CCTR002,CCODE005,PCENT006,5000002
332,CCTR003,CCODE005,PCENT006,5000002
333,CCTR003,CCODE005,PCENT006,5000002
334,CCTR004,CCODE005,PCENT006,5000002
335,CCTR004,CCODE005,PCENT006,5000002
336,CCTR008,CCODE005,PCENT006,5000002
337,CCTR008,CCODE005,PCENT006,5000002
338,CCTR008,CCODE005,PCENT006,5000002
339,CCTR002,CCODE006,PCENT006,5000002
340,CCTR002,CCODE006,PCENT006,5000002
341,CCTR002,CCODE006,PCENT006,5000002
342,CCTR002,CCODE006,PCENT006,5000002
343,CCTR002,CCODE006,PCENT006,5000002
344,CCTR004,CCODE006,PCENT006,5000002
345,CCTR004,CCODE006,PCENT006,5000002
346,CCTR004,CCODE006,PCENT006,5000002
347,CCTR004,CCODE006,PCENT006,5000002
348,CCTR004,CCODE006,PCENT006,5000002
349,CCTR005,CCODE006,PCENT006,5000002
350,CCTR005,CCODE006,PCENT006,5000002
351,CCTR006,CCODE006,PCENT006,5000002
352,CCTR007,CCODE006,PCENT006,5000002
353,CCTR007,CCODE006,PCENT006,5000002
354,CCTR008,CCODE006,PCENT006,5000002
355,CCTR002,CCODE007,PCENT006,5000002
356,CCTR002,CCODE007,PCENT006,5000002
357,CCTR002,CCODE007,PCENT006,5000002
358,CCTR002,CCODE007,PCENT006,5000002
359,CCTR002,CCODE007,PCENT006,5000002
360,CCTR002,CCODE007,PCENT006,5000002
361,CCTR003,CCODE007,PCENT006,5000002
362,CCTR003,CCODE007,PCENT006,5000002
363,CCTR004,CCODE007,PCENT006,5000002
364,CCTR004,CCODE007,PCENT006,5000002
365,CCTR004,CCODE007,PCENT006,5000002
366,CCTR004,CCODE007,PCENT006,5000002
367,CCTR006,CCODE007,PCENT006,5000002
368,CCTR006,CCODE007,PCENT006,5000002
369,CCTR008,CCODE007,PCENT006,5000002
370,CCTR008,CCODE007,PCENT006,5000002
371,CCTR002,CCODE001,PCENT007,5000002
372,CCTR002,CCODE001,PCENT007,5000002
373,CCTR005,CCODE001,PCENT007,5000002
374,CCTR005,CCODE001,PCENT007,5000002
375,CCTR006,CCODE001,PCENT007,5000002
376,CCTR006,CCODE001,PCENT007,5000002
377,CCTR006,CCODE001,PCENT007,5000002
378,CCTR006,CCODE001,PCENT007,5000002
379,CCTR006,CCODE001,PCENT007,5000002
380,CCTR007,CCODE001,PCENT007,5000002
381,CCTR007,CCODE001,PCENT007,5000002
382,CCTR007,CCODE001,PCENT007,5000002
383,CCTR008,CCODE001,PCENT007,5000002
384,CCTR002,CCODE002,PCENT007,5000002
385,CCTR002,CCODE002,PCENT007,5000002
386,CCTR005,CCODE002,PCENT007,5000002
387,CCTR005,CCODE002,PCENT007,5000002
388,CCTR005,CCODE002,PCENT007,5000002
389,CCTR005,CCODE002,PCENT007,5000002
390,CCTR005,CCODE002,PCENT007,5000002
391,CCTR007,CCODE002,PCENT007,5000002
392,CCTR002,CCODE003,PCENT007,5000002
393,CCTR002,CCODE003,PCENT007,5000002
394,CCTR002,CCODE003,PCENT007,5000002
395,CCTR002,CCODE003,PCENT007,5000002
396,CCTR002,CCODE003,PCENT007,5000002
397,CCTR002,CCODE003,PCENT007,5000002
398,CCTR002,CCODE003,PCENT007,5000002
399,CCTR003,CCODE003,PCENT007,5000002
400,CCTR003,CCODE003,PCENT007,5000002
401,CCTR003,CCODE003,PCENT007,5000002
402,CCTR004,CCODE003,PCENT007,5000002
403,CCTR004,CCODE003,PCENT007,5000002
404,CCTR004,CCODE003,PCENT007,5000002
405,CCTR005,CCODE003,PCENT007,5000002
406,CCTR005,CCODE003,PCENT007,5000002
407,CCTR006,CCODE003,PCENT007,5000002
408,CCTR006,CCODE003,PCENT007,5000002
409,CCTR007,CCODE003,PCENT007,5000002
410,CCTR007,CCODE003,PCENT007,5000002
411,CCTR007,CCODE003,PCENT007,5000002
412,CCTR007,CCODE003,PCENT007,5000002
413,CCTR008,CCODE003,PCENT007,5000002
414,CCTR008,CCODE003,PCENT007,5000002
415,CCTR008,CCODE003,PCENT007,5000002
416,CCTR008,CCODE003,PCENT007,5000002
417,CCTR008,CCODE003,PCENT007,5000002
418,CCTR002,CCODE004,PCENT007,5000002
419,CCTR002,CCODE004,PCENT007,5000002
420,CCTR004,CCODE004,PCENT007,5000002
421,CCTR004,CCODE004,PCENT007,5000002
422,CCTR005,CCODE004,PCENT007,5000002
423,CCTR005,CCODE004,PCENT007,5000002
424,CCTR005,CCODE004,PCENT007,5000002
425,CCTR007,CCODE004,PCENT007,5000002
426,CCTR007,CCODE004,PCENT007,5000002
427,CCTR002,CCODE005,PCENT007,5000002
428,CCTR002,CCODE005,PCENT007,5000002
429,CCTR003,CCODE005,PCENT007,5000002
430,CCTR005,CCODE005,PCENT007,5000002
431,CCTR005,CCODE005,PCENT007,5000002
432,CCTR005,CCODE005,PCENT007,5000002
433,CCTR006,CCODE005,PCENT007,5000002
434,CCTR006,CCODE005,PCENT007,5000002
435,CCTR006,CCODE005,PCENT007,5000002
436,CCTR006,CCODE005,PCENT007,5000002
437,CCTR007,CCODE005,PCENT007,5000002
438,CCTR007,CCODE005,PCENT007,5000002
439,CCTR007,CCODE005,PCENT007,5000002
440,CCTR007,CCODE005,PCENT007,5000002
441,CCTR007,CCODE005,PCENT007,5000002
442,CCTR008,CCODE005,PCENT007,5000002
443,CCTR008,CCODE005,PCENT007,5000002
444,CCTR008,CCODE005,PCENT007,5000002
445,CCTR002,CCODE006,PCENT007,5000002
446,CCTR002,CCODE006,PCENT007,5000002
447,CCTR003,CCODE006,PCENT007,5000002
448,CCTR003,CCODE006,PCENT007,5000002
449,CCTR003,CCODE006,PCENT007,5000002
450,CCTR007,CCODE006,PCENT007,5000002
451,CCTR007,CCODE006,PCENT007,5000002
452,CCTR008,CCODE006,PCENT007,5000002
453,CCTR008,CCODE006,PCENT007,5000002
454,CCTR002,CCODE007,PCENT007,5000002
455,CCTR002,CCODE007,PCENT007,5000002
456,CCTR002,CCODE007,PCENT007,5000002
457,CCTR003,CCODE007,PCENT007,5000002
458,CCTR007,CCODE007,PCENT007,5000002
459,CCTR008,CCODE007,PCENT007,5000002
460,CCTR008,CCODE007,PCENT007,5000002
461,CCTR008,CCODE007,PCENT007,5000002
462,CCTR002,CCODE001,PCENT008,5000002
463,CCTR002,CCODE001,PCENT008,5000002
464,CCTR003,CCODE001,PCENT008,5000002
465,CCTR003,CCODE001,PCENT008,5000002
466,CCTR003,CCODE001,PCENT008,5000002
467,CCTR003,CCODE001,PCENT008,5000002
468,CCTR004,CCODE001,PCENT008,5000002
469,CCTR004,CCODE001,PCENT008,5000002
470,CCTR004,CCODE001,PCENT008,5000002
471,CCTR004,CCODE001,PCENT008,5000002
472,CCTR005,CCODE001,PCENT008,5000002
473,CCTR005,CCODE001,PCENT008,5000002
474,CCTR006,CCODE001,PCENT008,5000002
475,CCTR006,CCODE001,PCENT008,5000002
476,CCTR007,CCODE001,PCENT008,5000002
477,CCTR007,CCODE001,PCENT008,5000002
478,CCTR007,CCODE001,PCENT008,5000002
479,CCTR007,CCODE001,PCENT008,5000002
480,CCTR007,CCODE001,PCENT008,5000002
481,CCTR008,CCODE001,PCENT008,5000002
482,CCTR008,CCODE001,PCENT008,5000002
483,CCTR002,CCODE002,PCENT008,5000002
484,CCTR002,CCODE002,PCENT008,5000002
485,CCTR002,CCODE002,PCENT008,5000002
486,CCTR003,CCODE002,PCENT008,5000002
487,CCTR003,CCODE002,PCENT008,5000002
488,CCTR003,CCODE002,PCENT008,5000002
489,CCTR003,CCODE002,PCENT008,5000002
490,CCTR005,CCODE002,PCENT008,5000002
491,CCTR005,CCODE002,PCENT008,5000002
492,CCTR005,CCODE002,PCENT008,5000002
493,CCTR006,CCODE002,PCENT008,5000002
494,CCTR006,CCODE002,PCENT008,5000002
495,CCTR007,CCODE002,PCENT008,5000002
496,CCTR007,CCODE002,PCENT008,5000002
497,CCTR008,CCODE002,PCENT008,5000002
498,CCTR002,CCODE003,PCENT008,5000002
499,CCTR002,CCODE003,PCENT008,5000002
500,CCTR002,CCODE003,PCENT008,5000002
501,CCTR002,CCODE003,PCENT008,5000002
502,CCTR002,CCODE003,PCENT008,5000002
503,CCTR002,CCODE003,PCENT008,5000002
504,CCTR003,CCODE003,PCENT008,5000002
505,CCTR003,CCODE003,PCENT008,5000002
506,CCTR003,CCODE003,PCENT008,5000002
507,CCTR005,CCODE003,PCENT008,5000002
508,CCTR005,CCODE003,PCENT008,5000002
509,CCTR005,CCODE003,PCENT008,5000002
510,CCTR006,CCODE003,PCENT008,5000002
511,CCTR006,CCODE003,PCENT008,5000002
512,CCTR008,CCODE003,PCENT008,5000002
513,CCTR008,CCODE003,PCENT008,5000002
514,CCTR002,CCODE004,PCENT008,5000002
515,CCTR002,CCODE004,PCENT008,5000002
516,CCTR004,CCODE004,PCENT008,5000002
517,CCTR004,CCODE004,PCENT008,5000002
518,CCTR004,CCODE004,PCENT008,5000002
519,CCTR004,CCODE004,PCENT008,5000002
520,CCTR004,CCODE004,PCENT008,5000002
521,CCTR004,CCODE004,PCENT008,5000002
522,CCTR005,CCODE004,PCENT008,5000002
523,CCTR005,CCODE004,PCENT008,5000002
524,CCTR007,CCODE004,PCENT008,5000002
525,CCTR007,CCODE004,PCENT008,5000002
526,CCTR007,CCODE004,PCENT008,5000002
527,CCTR008,CCODE004,PCENT008,5000002
528,CCTR008,CCODE004,PCENT008,5000002
529,CCTR008,CCODE004,PCENT008,5000002
530,CCTR008,CCODE004,PCENT008,5000002
531,CCTR002,CCODE005,PCENT008,5000002
532,CCTR002,CCODE005,PCENT008,5000002
533,CCTR003,CCODE005,PCENT008,5000002
534,CCTR003,CCODE005,PCENT008,5000002
535,CCTR004,CCODE005,PCENT008,5000002
536,CCTR004,CCODE005,PCENT008,5000002
537,CCTR004,CCODE005,PCENT008,5000002
538,CCTR004,CCODE005,PCENT008,5000002
539,CCTR005,CCODE005,PCENT008,5000002
540,CCTR005,CCODE005,PCENT008,5000002
541,CCTR005,CCODE005,PCENT008,5000002
542,CCTR005,CCODE005,PCENT008,5000002
543,CCTR005,CCODE005,PCENT008,5000002
544,CCTR006,CCODE005,PCENT008,5000002
545,CCTR006,CCODE005,PCENT008,5000002
546,CCTR007,CCODE005,PCENT008,5000002
547,CCTR007,CCODE005,PCENT008,5000002
548,CCTR008,CCODE005,PCENT008,5000002
549,CCTR008,CCODE005,PCENT008,5000002
550,CCTR002,CCODE006,PCENT008,5000002
551,CCTR002,CCODE006,PCENT008,5000002
552,CCTR002,CCODE006,PCENT008,5000002
553,CCTR002,CCODE006,PCENT008,5000002
554,CCTR002,CCODE006,PCENT008,5000002
555,CCTR003,CCODE006,PCENT008,5000002
556,CCTR003,CCODE006,PCENT008,5000002
557,CCTR003,CCODE006,PCENT008,5000002
558,CCTR004,CCODE006,PCENT008,5000002
559,CCTR004,CCODE006,PCENT008,5000002
560,CCTR004,CCODE006,PCENT008,5000002
561,CCTR004,CCODE006,PCENT008,5000002
562,CCTR006,CCODE006,PCENT008,5000002
563,CCTR006,CCODE006,PCENT008,5000002
564,CCTR006,CCODE006,PCENT008,5000002
565,CCTR007,CCODE006,PCENT008,5000002
566,CCTR007,CCODE006,PCENT008,5000002
567,CCTR007,CCODE006,PCENT008,5000002
568,CCTR008,CCODE006,PCENT008,5000002
569,CCTR008,CCODE006,PCENT008,5000002
570,CCTR008,CCODE006,PCENT008,5000002
571,CCTR002,CCODE007,PCENT008,5000002
572,CCTR002,CCODE007,PCENT008,5000002
573,CCTR003,CCODE007,PCENT008,5000002
574,CCTR003,CCODE007,PCENT008,5000002
575,CCTR003,CCODE007,PCENT008,5000002
576,CCTR003,CCODE007,PCENT008,5000002
577,CCTR004,CCODE007,PCENT008,5000002
578,CCTR004,CCODE007,PCENT008,5000002
579,CCTR005,CCODE007,PCENT008,5000002
580,CCTR005,CCODE007,PCENT008,5000002
